Date,Open*,High,Low,Close**,Volume,Market Cap
18-Feb-22,40552.130,40929.150,39637.620,40030.980,23310007704,759074084514
17-Feb-22,43937.070,44132.970,40249.370,40538.010,26246662813,768654436207
16-Feb-22,44578.280,44578.280,43456.690,43961.860,19792547657,833531932920
15-Feb-22,42586.460,44667.220,42491.030,44575.200,22721659051,845117683687
14-Feb-22,42157.400,42775.780,41681.960,42586.920,20827783012,807375855006
13-Feb-22,42236.570,42693.050,41950.940,42197.520,14741589015,799950408997
12-Feb-22,42412.300,42992.550,41852.570,42244.470,18152390304,800797790301
11-Feb-22,43571.130,43810.830,42114.540,42407.940,26954925781,803848273503
10-Feb-22,44347.800,45661.170,43402.810,43565.110,32142048537,825745116530
9-Feb-22,44096.700,44727.800,43232.970,44338.800,23245887300,840369284541
8-Feb-22,43854.650,45293.870,42807.840,44118.450,33079398868,836154543908
7-Feb-22,42406.780,44401.860,41748.160,43840.290,28641855926,830838884165
6-Feb-22,41441.120,42500.790,41244.910,42412.430,16142097334,803744511638
5-Feb-22,41501.480,41847.160,41038.100,41441.160,19652846215,785297889648
4-Feb-22,37149.260,41527.790,37093.630,41500.880,29412210792,786396684548
3-Feb-22,36944.810,37154.600,36375.540,37154.600,18591534769,704010232687
2-Feb-22,38743.710,38834.620,36832.730,36952.980,19155189416,700155817836
1-Feb-22,38481.770,39115.130,38113.660,38743.270,20288500328,734039224255
31-Jan-22,37920.280,38647.260,36733.570,38483.130,20734730465,729073641688
30-Jan-22,38151.920,38266.340,37437.710,37917.600,14643548444,718325967803
29-Jan-22,37780.710,38576.260,37406.470,38138.180,17194183075,722469136410
28-Jan-22,37128.440,37952.880,36211.110,37784.330,22238830523,715731622071
27-Jan-22,36841.880,37148.320,35629.280,37138.230,25041426629,703456873493
26-Jan-22,36950.510,38825.410,36374.910,36852.120,31324598034,698006361956
25-Jan-22,36654.810,37444.570,35779.430,36954.000,26428189594,699907393886
24-Jan-22,36275.730,37247.520,33184.060,36654.330,41856658597,694196560317
23-Jan-22,35047.360,36433.310,34784.970,36276.800,26017975951,687012848062
22-Jan-22,36471.590,36688.810,34349.250,35030.250,39714385405,663374008017
21-Jan-22,40699.610,41060.530,35791.430,36457.320,43011992031,690368973093
20-Jan-22,41744.030,43413.020,40672.820,40680.420,20382033940,770304579439
19-Jan-22,42374.040,42478.300,41242.910,41744.330,23091543258,790406427118
18-Jan-22,42250.070,42534.400,41392.220,42375.630,22417209227,802313747480
17-Jan-22,43118.120,43179.390,41680.320,42250.550,21690904261,799910089279
16-Jan-22,43172.040,43436.810,42691.020,43113.880,17902097845,816211499221
15-Jan-22,43101.900,43724.670,42669.040,43177.400,18371348298,817364571824
14-Jan-22,42598.870,43346.690,41982.620,43099.700,23577403399,815850639036
13-Jan-22,43946.740,44278.420,42447.040,42591.570,47691135082,806189762638
12-Jan-22,42742.180,44135.370,42528.990,43949.100,33499938689,831836978396
11-Jan-22,41819.510,43001.160,41407.750,42735.850,26327648900,808834801011
10-Jan-22,41910.230,42199.490,39796.570,41821.260,32104232331,791484886194
9-Jan-22,41734.730,42663.950,41338.160,41911.600,21294384372,793156354744
8-Jan-22,41561.470,42228.940,40672.280,41733.940,28066355845,789758782727
7-Jan-22,43153.570,43153.570,41077.450,41557.900,84196607520,786389774194
6-Jan-22,43565.510,43748.720,42645.540,43160.930,30208048289,816685390313
5-Jan-22,45899.360,46929.050,42798.220,43569.000,36851084859,824368284530
4-Jan-22,46458.850,47406.550,45752.460,45897.580,42494677905,868383282082
3-Jan-22,47343.540,47510.730,45835.960,46458.120,33071628362,878946596803
2-Jan-22,47680.930,47881.410,46856.940,47345.220,27951569547,895688387523
1-Jan-22,46311.740,47827.310,46288.490,47686.810,24582667004,902104193385
31-Dec-21,47169.370,48472.530,45819.950,46306.450,36974172400,875939356679
30-Dec-21,46490.610,47879.970,46060.310,47178.130,26686491018,892386327929
29-Dec-21,47623.870,48119.740,46201.490,46444.710,30049226299,878478755242
28-Dec-21,50679.860,50679.860,47414.210,47588.850,33430376883,900076230597
27-Dec-21,50802.610,51956.330,50499.470,50640.420,24324345758,957746390396
26-Dec-21,50428.690,51196.380,49623.100,50809.520,20964372926,960899995735
25-Dec-21,50854.920,51176.600,50236.710,50429.860,19030650914,953678082633
24-Dec-21,50806.050,51814.030,50514.490,50822.200,24367912228,961051547919
23-Dec-21,48626.340,51332.340,48065.840,50784.540,28223878108,960290825000
22-Dec-21,48937.100,49544.800,48450.940,48628.510,24447979559,919476035254
21-Dec-21,46886.080,49300.920,46698.770,48936.610,27055803928,925255868119
20-Dec-21,46707.060,47401.720,45579.810,46880.280,30961902129,886331446165
19-Dec-21,46853.870,48089.660,46502.950,46707.010,25154053861,883011296030
18-Dec-21,46219.260,47313.830,45598.440,46848.780,26098292690,885650029984
