Date,Open*,High,Low,Close**,Volume,Market Cap
31-Dec-21,47169.37,48472.53,45819.95,46306.45,36974172400,8.75939E+11
30-Dec-21,46490.61,47879.97,46060.31,47178.13,26686491018,8.92386E+11
29-Dec-21,47623.87,48119.74,46201.49,46444.71,30049226299,8.78479E+11
28-Dec-21,50679.86,50679.86,47414.21,47588.85,33430376883,9.00076E+11
27-Dec-21,50802.61,51956.33,50499.47,50640.42,24324345758,9.57746E+11
26-Dec-21,50428.69,51196.38,49623.1,50809.52,20964372926,9.609E+11
25-Dec-21,50854.92,51176.6,50236.71,50429.86,19030650914,9.53678E+11
24-Dec-21,50806.05,51814.03,50514.49,50822.2,24367912228,9.61052E+11
23-Dec-21,48626.34,51332.34,48065.84,50784.54,28223878108,9.60291E+11
22-Dec-21,48937.1,49544.8,48450.94,48628.51,24447979559,9.19476E+11
21-Dec-21,46886.08,49300.92,46698.77,48936.61,27055803928,9.25256E+11
20-Dec-21,46707.06,47401.72,45579.81,46880.28,30961902129,8.86331E+11
19-Dec-21,46853.87,48089.66,46502.95,46707.01,25154053861,8.83011E+11
18-Dec-21,46219.26,47313.83,45598.44,46848.78,26098292690,8.8565E+11
17-Dec-21,47653.73,48004.89,45618.22,46202.14,32902725329,8.73389E+11
16-Dec-21,48900.46,49425.57,47529.88,47665.43,27268150947,9.01006E+11
15-Dec-21,48379.75,49473.96,46671.97,48896.72,36541828520,9.24244E+11
14-Dec-21,46709.82,48431.4,46424.5,46612.63,34638619079,8.81018E+11
13-Dec-21,50114.74,50205,45894.85,46737.48,32166727776,8.83346E+11
12-Dec-21,49354.85,50724.87,48725.85,50098.34,21939223599,9.46823E+11
11-Dec-21,47264.63,49458.21,46942.35,49362.51,25775869261,9.32873E+11
10-Dec-21,47642.14,50015.25,47023.7,47243.31,30966005122,8.92778E+11
9-Dec-21,50450.08,50797.17,47358.35,47672.12,29603577251,9.00835E+11
8-Dec-21,50667.65,51171.38,48765.99,50504.8,28479699446,9.54312E+11
7-Dec-21,50581.83,51934.78,50175.81,50700.08,33676814852,9.57949E+11
6-Dec-21,49413.48,50929.52,47281.04,50582.63,37707308001,9.55681E+11
5-Dec-21,49201.52,49768.15,47857.5,49368.85,37198201161,9.32695E+11
4-Dec-21,53727.88,53904.68,42874.62,49200.7,61385677469,9.29467E+11
3-Dec-21,56509.17,57482.17,52496.59,53598.25,39789134215,1.01249E+12
2-Dec-21,57217.37,57349.23,55895.13,56477.82,32379968686,1.06683E+12
1-Dec-21,56907.97,59041.69,56553.08,57229.83,36858195307,1.08098E+12
30-Nov-21,57830.11,59113.4,56057.28,57005.43,36708594618,1.07669E+12
29-Nov-21,57291.9,58872.88,56792.53,57806.57,32370840356,1.09177E+12
28-Nov-21,54813.02,57393.84,53576.74,57248.46,28116886357,1.08118E+12
27-Nov-21,53736.43,55329.26,53668.36,54815.08,30560857714,1.03518E+12
26-Nov-21,58960.29,59183.48,53569.76,53569.76,41810748221,1.01161E+12
25-Nov-21,57165.42,59367.97,57146.69,57274.68,34284016248,1.0815E+12
24-Nov-21,57565.85,57803.07,55964.22,56280.43,36635566789,1.06266E+12
23-Nov-21,56304.56,57875.52,55632.76,57569.07,37485803899,1.08699E+12
22-Nov-21,58706.85,59266.36,55679.84,56289.29,35036121783,1.06277E+12
21-Nov-21,59730.51,60004.43,58618.93,58730.48,26123447605,1.10881E+12
20-Nov-21,58115.08,59859.88,57469.73,59697.2,30624264863,1.12701E+12
19-Nov-21,56896.13,58351.11,55705.18,58119.58,38702407772,1.09718E+12
18-Nov-21,60360.14,60948.5,56550.79,56942.14,41388338699,1.0749E+12
17-Nov-21,60139.62,60823.61,58515.41,60368.01,39178392930,1.13952E+12
16-Nov-21,63721.2,63721.2,59016.34,60161.25,46844335592,1.13556E+12
15-Nov-21,65521.29,66281.57,63548.14,63557.87,30558763548,1.19961E+12
14-Nov-21,64455.37,65495.18,63647.81,65466.84,25122092191,1.23558E+12
13-Nov-21,64158.12,64915.67,63303.73,64469.53,30474228777,1.2167E+12
12-Nov-21,64863.98,65460.81,62333.91,64155.94,36084893887,1.21072E+12
11-Nov-21,64978.89,65579.01,64180.49,64949.96,35880633236,1.22564E+12
10-Nov-21,66953.34,68789.63,63208.11,64995.23,48730828378,1.22643E+12
9-Nov-21,67549.74,68530.34,66382.06,66971.83,42357991721,1.26367E+12
8-Nov-21,63344.07,67673.74,63344.07,67566.83,41125608330,1.27483E+12
7-Nov-21,61554.92,63326.99,61432.49,63326.99,24726754302,1.19478E+12
6-Nov-21,61068.87,61590.68,60163.78,61527.48,29094934221,1.16077E+12
5-Nov-21,61460.08,62541.47,60844.61,61125.67,30605102446,1.15313E+12
4-Nov-21,62941.8,63123.29,60799.66,61452.23,32615846901,1.15923E+12
3-Nov-21,63254.33,63516.94,61184.24,62970.05,36124731509,1.18781E+12
2-Nov-21,60963.25,64242.79,60673.06,63226.4,37746665647,1.19258E+12
1-Nov-21,61320.45,62419,59695.18,61004.41,36150572843,1.15061E+12
31-Oct-21,61850.49,62406.17,60074.33,61318.96,32241199927,1.15649E+12
30-Oct-21,62239.36,62330.15,60918.39,61888.83,32157938616,1.16718E+12
29-Oct-21,60624.87,62927.61,60329.97,62227.96,36856881767,1.17351E+12
28-Oct-21,58470.73,62128.63,58206.92,60622.14,45257083247,1.14317E+12
27-Oct-21,60352,61435.18,58208.19,58482.39,43657076893,1.10276E+12
26-Oct-21,63032.76,63229.03,59991.16,60363.79,34878965587,1.13818E+12
25-Oct-21,60893.93,63729.33,60691.8,63039.83,31064911614,1.18858E+12
24-Oct-21,61368.34,61505.8,59643.35,60930.84,27316183882,1.14874E+12
23-Oct-21,60694.63,61743.88,59826.52,61393.62,26882546034,1.15741E+12
22-Oct-21,62237.89,63715.02,60122.8,60692.26,38434082775,1.14413E+12
21-Oct-21,66002.23,66600.55,62117.41,62210.17,45908121370,1.17268E+12
20-Oct-21,64284.59,66930.39,63610.67,65992.84,40788955582,1.24393E+12
19-Oct-21,62043.17,64434.53,61622.93,64261.99,40471196346,1.21124E+12
18-Oct-21,61548.8,62614.66,60012.76,62026.08,38055562075,1.16904E+12
17-Oct-21,60887.65,61645.52,59164.47,61553.62,29032367511,1.16008E+12
16-Oct-21,61609.53,62274.48,60206.12,60892.18,34250964237,1.14755E+12
15-Oct-21,57345.9,62757.13,56868.14,61593.95,51780081801,1.16073E+12
14-Oct-21,57372.83,58478.74,56957.08,57321.53,36615791366,1.08016E+12
13-Oct-21,56038.26,57688.66,54370.97,57401.1,41684252783,1.08161E+12
12-Oct-21,57526.83,57627.88,54477.97,56041.06,41083758949,1.05593E+12
11-Oct-21,54734.12,57793.04,54519.77,57484.79,42637331698,1.08308E+12
10-Oct-21,54952.82,56401.3,54264.26,54771.58,39527792364,1.03191E+12
9-Oct-21,53929.78,55397.94,53735.14,54968.22,32491211414,1.03556E+12
